exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 60973000, OMP = 208386000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 78057000, OMP = 213416000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 76311000, OMP = 163521000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 57289000, OMP = 203155000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 52548000, OMP = 189437000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 74586000, OMP = 197193000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 68235000, OMP = 173967000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 63583000, OMP = 184318000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 86315000, OMP = 248353000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 68651000, OMP = 190566000, 
