exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11423000, OMP = 32453000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11622000, OMP = 28040000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11825000, OMP = 30039000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11685000, OMP = 24189000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8991000, OMP = 26246000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8872000, OMP = 27542000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 10296000, OMP = 24603000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 12653000, OMP = 36385000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11574000, OMP = 24350000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 7232000, OMP = 36994000, 
