exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6581000, OMP = 4981000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7880000, OMP = 13248000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 13561000, OMP = 12469000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10538000, OMP = 15241000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10705000, OMP = 11515000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 9257000, OMP = 10254000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 11008000, OMP = 25159000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 9936000, OMP = 7835000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6861000, OMP = 7649000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7444000, OMP = 7341000, 
