exp,execution,benchmark,size_of_data,schedule,chunk_size,num_threads,version,num_threads,N,ORIG,OMP
schedule-test,2,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,7005554,3411194
schedule-test,3,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6713476,3956262
schedule-test,4,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6756704,3498085
schedule-test,5,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6736915,4307819
schedule-test,6,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6983103,4334578
schedule-test,7,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6960316,3444613
schedule-test,8,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6905412,4710792
schedule-test,9,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6981521,4251877
schedule-test,10,vectoradd,1048576,GUIDED,256,2,OMP,2,1048576,6087593,3981803
schedule-test,1,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6559162,169456439
schedule-test,2,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,7841685,164569399
schedule-test,3,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6247501,165284119
schedule-test,4,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6654797,167498769
schedule-test,5,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6012593,168426864
schedule-test,6,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6657940,167957987
schedule-test,7,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6241404,167483045
schedule-test,8,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6097925,168568252
schedule-test,9,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6903968,170104003
schedule-test,10,vectoradd,1048576,STATIC,16,4,OMP,4,1048576,6288245,168559684
schedule-test,1,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6082256,175277361
schedule-test,2,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6293564,167474997
schedule-test,3,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6407130,167231472
schedule-test,4,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6609415,168126910
schedule-test,5,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6037606,168857138
schedule-test,6,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6502523,166873526
schedule-test,7,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,7067412,167809072
schedule-test,8,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6402984,168772573
schedule-test,9,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6335870,168290104
schedule-test,10,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6694313,169693419
schedule-test,1,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6060964,172848233
schedule-test,2,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6199355,167808615
schedule-test,3,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6655649,168822278
schedule-test,4,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6452116,166051381
schedule-test,5,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6320532,168557952
schedule-test,6,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6326114,168063493
schedule-test,7,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,7106337,167427456
schedule-test,8,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6806152,169166829
schedule-test,9,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6034854,167340602
schedule-test,10,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,8184659,167305613
schedule-test,1,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6846491,170722030
schedule-test,2,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6006502,168812338
schedule-test,3,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6726299,169350274
schedule-test,4,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,7006732,167031583
schedule-test,5,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6850553,168876815
schedule-test,6,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6084967,168434324
schedule-test,7,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6857439,168764833
schedule-test,8,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,7987854,168633856
schedule-test,9,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6777603,168710254
schedule-test,10,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,7561136,168131193
schedule-test,1,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6663138,167653125
schedule-test,2,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6388389,168317879
schedule-test,3,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6232400,168493596
schedule-test,4,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6120420,170159928
schedule-test,5,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6919820,167861565
schedule-test,6,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6237301,168922676
schedule-test,7,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6896541,165586361
schedule-test,8,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6337496,166080250
schedule-test,9,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6708087,168028586
schedule-test,10,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,7081387,167780091
schedule-test,1,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6778675,25193236
schedule-test,2,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,7499361,15752967
schedule-test,3,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6886733,11435774
schedule-test,4,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,7696978,13167749
schedule-test,5,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6707672,12578263
schedule-test,6,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6084508,16537611
schedule-test,7,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6114796,12963060
schedule-test,8,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6574831,17662254
schedule-test,9,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6983211,13866204
schedule-test,10,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6177417,16183208
schedule-test,1,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6804221,15215384
schedule-test,2,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,7267371,13023653
schedule-test,3,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6877157,12451859
schedule-test,4,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6589880,12944270
schedule-test,5,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6351126,7448086
schedule-test,6,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6033668,12767614
schedule-test,7,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6068237,6752582
schedule-test,8,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,7233641,8052318
schedule-test,9,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,7218187,7780123
schedule-test,10,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,7574891,8117037
schedule-test,1,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6687221,5496692
schedule-test,2,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6554209,4946967
schedule-test,3,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,7315158,9309484
schedule-test,4,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6498529,5751211
schedule-test,5,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6813026,7714023
schedule-test,6,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6859336,7062662
schedule-test,7,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6196319,5328263
schedule-test,8,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6339770,4821780
schedule-test,9,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6969370,5700950
schedule-test,10,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6783416,6803921
schedule-test,1,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6211272,8218292
schedule-test,2,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6130344,3002465
schedule-test,3,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6489522,13659339
schedule-test,4,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6926042,8050824
schedule-test,5,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6777855,8199995
schedule-test,6,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,7761867,6206197
schedule-test,7,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,7007368,5857615
schedule-test,8,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6816164,6336276
schedule-test,9,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6488696,5475295
schedule-test,10,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6813903,5219347
schedule-test,1,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6675191,6917668
schedule-test,2,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6709990,2371425
schedule-test,3,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6877757,7525345
schedule-test,4,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,7210177,7701276
schedule-test,5,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6605612,8424253
schedule-test,6,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,7084084,5297006
schedule-test,7,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6261441,4151769
schedule-test,8,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6054088,5034532
schedule-test,9,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6408151,5902470
schedule-test,10,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6729310,5246401
schedule-test,1,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6289947,5960802
schedule-test,2,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6185988,4430514
schedule-test,3,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,8295122,3301699
schedule-test,4,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7534665,3126592
schedule-test,5,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6566065,3996005
schedule-test,6,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6104139,2022581
schedule-test,7,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6877685,3853953
schedule-test,8,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7097688,3627879
schedule-test,9,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6778050,2379939
schedule-test,10,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7051894,9349454
schedule-test,1,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6345762,7997582
schedule-test,2,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,8178999,2637820
schedule-test,3,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7365977,2335193
schedule-test,4,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7013923,4591345
schedule-test,5,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6835168,6441372
schedule-test,6,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6065059,2557177
schedule-test,7,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6410534,2492369
schedule-test,8,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6772239,3564372
schedule-test,9,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6250063,5108748
schedule-test,10,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,6392774,4472375
schedule-test,1,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,7193182,7738842
schedule-test,2,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,7009778,7109761
schedule-test,3,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6857035,3835137
schedule-test,4,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,7033756,2417577
schedule-test,5,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6491309,3005907
schedule-test,6,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6755837,7180720
schedule-test,7,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6843945,4451256
schedule-test,8,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6712607,3155623
schedule-test,9,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6557794,2586837
schedule-test,10,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6514394,7722296
schedule-test,1,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6732402,3488074
schedule-test,2,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6173464,2425710
schedule-test,3,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6554177,8800492
schedule-test,4,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,7290344,5785497
schedule-test,5,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,10110939,4155926
schedule-test,6,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6585280,5506604
schedule-test,7,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6658054,5370012
schedule-test,8,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6959434,5259889
schedule-test,9,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6681216,3454092
schedule-test,10,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6270096,6295989
schedule-test,1,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6030150,6122993
schedule-test,2,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6693576,2477625
schedule-test,3,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,7082725,7827426
schedule-test,4,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,7290504,3786036
schedule-test,5,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6997114,3491413
schedule-test,6,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6969779,8173624
schedule-test,7,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,7783393,4605950
schedule-test,8,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6359115,7365656
schedule-test,9,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6468431,8171004
schedule-test,10,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6983210,7944506
schedule-test,1,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6402790,168440981
schedule-test,2,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6188996,168084878
schedule-test,3,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6704648,168903043
schedule-test,4,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6433685,168616728
schedule-test,5,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6965160,168848414
schedule-test,6,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8074710,169392695
schedule-test,7,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6927297,168508783
schedule-test,8,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6897666,167375062
schedule-test,9,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6182296,168462117
schedule-test,10,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8097468,167253073
schedule-test,1,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6516676,156004629
schedule-test,2,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6625749,169313901
schedule-test,3,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6787001,168947752
schedule-test,4,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6651878,165578940
schedule-test,5,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,5994998,170728447
schedule-test,6,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6056240,169351559
schedule-test,7,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6927011,168317906
schedule-test,8,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6620477,169121481
schedule-test,9,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6709040,170522969
schedule-test,10,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,5975762,168383347
schedule-test,1,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6148741,167211739
schedule-test,2,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6203230,166905478
schedule-test,3,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6847873,168834763
schedule-test,4,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6679359,168634250
schedule-test,5,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,7043109,169498277
schedule-test,6,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6444897,168196894
schedule-test,7,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,7181381,167870527
schedule-test,8,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6199765,166847386
schedule-test,9,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6279323,167988678
schedule-test,10,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6929052,168494920
schedule-test,1,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6227115,166858920
schedule-test,2,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6680000,168869622
schedule-test,3,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7072523,168243061
schedule-test,4,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7586609,170329465
schedule-test,5,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6139257,168557684
schedule-test,6,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7724751,168411689
schedule-test,7,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6060527,168138031
schedule-test,8,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6546949,167745739
schedule-test,9,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6650249,168929111
schedule-test,10,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6676791,169304803
schedule-test,1,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6636306,155112828
schedule-test,2,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6539221,169849123
schedule-test,3,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6746757,166685298
schedule-test,4,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6737546,168083307
schedule-test,5,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6401666,168601504
schedule-test,6,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,5981666,168435922
schedule-test,7,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6363790,168368484
schedule-test,8,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6031672,167700492
schedule-test,9,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6496240,169743111
schedule-test,10,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6206483,167259197
schedule-test,1,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6263949,13827071
schedule-test,2,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6612398,14605572
schedule-test,3,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6665770,12616268
schedule-test,4,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6427842,14401916
schedule-test,5,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,7136954,14501292
schedule-test,6,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6334455,12633128
schedule-test,7,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6216919,15616628
schedule-test,8,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6165591,13772368
schedule-test,9,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6979659,13850237
schedule-test,10,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,7481176,13166743
schedule-test,1,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6385732,7707000
schedule-test,2,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6430399,7622324
schedule-test,3,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,5979032,8296487
schedule-test,4,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6455290,8413435
schedule-test,5,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,7181900,8277985
schedule-test,6,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6825275,9097919
schedule-test,7,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6663343,8001285
schedule-test,8,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6637531,8165019
schedule-test,9,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6700549,7712835
schedule-test,10,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6916448,8252015
schedule-test,1,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,7022252,4828667
schedule-test,2,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6333591,5380253
schedule-test,3,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6636499,4491876
schedule-test,4,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,7672632,5241150
schedule-test,5,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,7397353,4830296
schedule-test,6,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6752838,4400897
schedule-test,7,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6231982,4749389
schedule-test,8,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6356924,5249602
schedule-test,9,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6838763,5066818
schedule-test,10,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6978988,5362213
schedule-test,1,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,7047879,4647975
schedule-test,2,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6685306,3767355
schedule-test,3,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,7223802,6434040
schedule-test,4,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6933739,3938357
schedule-test,5,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,7242616,5050296
schedule-test,6,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,7128180,4045960
schedule-test,7,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6500916,4133842
schedule-test,8,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6699413,3541540
schedule-test,9,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6769036,4044387
schedule-test,10,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6893164,4243627
schedule-test,1,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6272207,4401753
schedule-test,2,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6704229,2535000
schedule-test,3,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6839153,4600070
schedule-test,4,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6145908,4176729
schedule-test,5,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6648758,3330644
schedule-test,6,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,7070063,2550895
schedule-test,7,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,7323654,3533021
schedule-test,8,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6252780,3274231
schedule-test,9,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6412976,3106941
schedule-test,10,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6797729,2924332
schedule-test,1,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6195616,3169872
schedule-test,2,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6228334,2727043
schedule-test,3,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,7325844,2958303
schedule-test,4,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6843083,2798696
schedule-test,5,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6333662,3222657
schedule-test,6,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6466114,2710742
schedule-test,7,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,7011187,2807920
schedule-test,8,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6506700,2732807
schedule-test,9,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6201867,2296261
schedule-test,10,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6933630,2384383
schedule-test,1,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6613116,2720937
schedule-test,2,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6750393,2900025
schedule-test,3,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6674992,3539868
schedule-test,4,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6546579,3045596
schedule-test,5,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6131425,2686557
schedule-test,6,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,7117778,3138691
schedule-test,7,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,7602233,3418788
schedule-test,8,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6347694,3126012
schedule-test,9,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,6709428,2702002
schedule-test,10,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,7015513,2764487
schedule-test,1,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6631866,2895303
schedule-test,2,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6205269,2385556
schedule-test,3,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,7010303,3112644
schedule-test,4,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,7609420,2654961
schedule-test,5,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6156592,2885896
schedule-test,6,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6798498,2648488
schedule-test,7,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6714254,2911311
schedule-test,8,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,7840568,3419560
schedule-test,9,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,7137773,2784689
schedule-test,10,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6930746,3136435
schedule-test,1,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6231373,4188564
schedule-test,2,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6518773,2680644
schedule-test,3,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7138291,3486614
schedule-test,4,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7465936,2424103
schedule-test,5,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6630585,2672686
schedule-test,6,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6370078,2977544
schedule-test,7,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7360408,2838689
schedule-test,8,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6174173,2824056
schedule-test,9,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6475614,3210054
schedule-test,10,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7415011,2638811
schedule-test,1,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6523053,2870073
schedule-test,2,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,5992338,2502481
