exp,execution,benchmark,size_of_data,schedule,chunk_size,num_threads,version,num_threads,N,ORIG,OMP
schedule-test,3,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6553453,2985591
schedule-test,4,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,7665149,3123374
schedule-test,5,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6422450,3014590
schedule-test,6,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6999270,3004981
schedule-test,7,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,7158457,2997905
schedule-test,8,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6845270,3256888
schedule-test,9,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6072165,2654784
schedule-test,10,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6087139,2475020
schedule-test,1,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,48115965,150147131
schedule-test,2,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,51471414,150048832
schedule-test,3,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,48004519,148852167
schedule-test,4,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,48146629,149533106
schedule-test,5,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,47775424,150782174
schedule-test,6,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,50307191,168984625
schedule-test,7,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,47582512,149158196
schedule-test,8,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,48346087,168662899
schedule-test,9,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,51228519,150829291
schedule-test,10,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,49524332,168459453
schedule-test,1,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,48253486,150021724
schedule-test,2,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,48967405,149923950
schedule-test,3,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,49061356,149700795
schedule-test,4,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,47283091,152223629
schedule-test,5,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,48728702,149467471
schedule-test,6,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,49101434,152111962
schedule-test,7,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,48237576,168369007
schedule-test,8,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,48575359,169032866
schedule-test,9,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,48803161,149490248
schedule-test,10,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,47588170,167455842
schedule-test,1,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,49177579,191574294
schedule-test,2,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,49061774,169209908
schedule-test,3,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,49851867,167320192
schedule-test,4,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,48529622,150119204
schedule-test,5,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,47945531,168650092
schedule-test,6,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,54988356,170498248
schedule-test,7,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,47975708,167663916
schedule-test,8,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,48594798,168603002
schedule-test,9,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,47890985,151333793
schedule-test,10,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,49390719,149652220
schedule-test,1,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,47259528,149249821
schedule-test,2,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,48745916,168225972
schedule-test,3,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,49356433,151621667
schedule-test,4,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,48853231,169223244
schedule-test,5,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,49179780,149235513
schedule-test,6,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,48683316,149749496
schedule-test,7,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,48041023,149876082
schedule-test,8,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,47576067,170956263
schedule-test,9,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,49423043,168358872
schedule-test,10,vectoradd,8388608,STATIC,128,1,OMP,1,8388608,47711868,149647596
schedule-test,1,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,47693686,168382723
schedule-test,2,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,48053655,150522526
schedule-test,3,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,74679038,165272290
schedule-test,4,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,50423551,169355208
schedule-test,5,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,48504876,167857697
schedule-test,6,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,47382413,150337275
schedule-test,7,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,50843692,167660271
schedule-test,8,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,47132383,150620302
schedule-test,9,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,50622388,150281950
schedule-test,10,vectoradd,8388608,STATIC,256,1,OMP,1,8388608,49177106,168715497
schedule-test,1,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48804913,53947792
schedule-test,2,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,50360616,57715389
schedule-test,3,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48286318,45036910
schedule-test,4,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,50000665,45150330
schedule-test,5,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48130470,42012555
schedule-test,6,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48243583,44824195
schedule-test,7,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48333392,41780624
schedule-test,8,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48557006,45282884
schedule-test,9,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,48120149,51593045
schedule-test,10,vectoradd,8388608,DYNAMIC,16,1,OMP,1,8388608,49121262,58269355
schedule-test,1,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,47750515,42296439
schedule-test,2,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,50081011,57631217
schedule-test,3,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,49562753,49526541
schedule-test,4,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,48828761,57299071
schedule-test,5,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,47491918,41172018
schedule-test,6,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,49946384,46318324
schedule-test,7,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,48125730,48158833
schedule-test,8,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,76305895,40631751
schedule-test,9,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,48677726,41513972
schedule-test,10,vectoradd,8388608,DYNAMIC,32,1,OMP,1,8388608,47507654,41546777
schedule-test,1,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,47831563,40425703
schedule-test,2,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,48419691,49385421
schedule-test,3,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,49250326,50739155
schedule-test,4,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,48373523,37798741
schedule-test,5,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,51185345,56251780
schedule-test,6,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,47592518,38025311
schedule-test,7,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,47709274,44364777
schedule-test,8,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,48106326,40926106
schedule-test,9,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,49226438,47644693
schedule-test,10,vectoradd,8388608,DYNAMIC,64,1,OMP,1,8388608,48955008,39470532
schedule-test,1,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,48112115,46200833
schedule-test,2,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,49136672,56666141
schedule-test,3,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,48714984,44604012
schedule-test,4,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,47543402,37817648
schedule-test,5,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,47478899,35936358
schedule-test,6,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,74997474,44226956
schedule-test,7,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,50112273,52289731
schedule-test,8,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,51737762,50038614
schedule-test,9,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,47987578,33421363
schedule-test,10,vectoradd,8388608,DYNAMIC,128,1,OMP,1,8388608,47953063,46882620
schedule-test,1,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,47832332,39384411
schedule-test,2,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,49286757,49361210
schedule-test,3,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,49200861,40434281
schedule-test,4,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,49481618,42575021
schedule-test,5,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,51554109,53610559
schedule-test,6,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,48525237,46626544
schedule-test,7,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,48831151,39113405
schedule-test,8,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,51083177,50604873
schedule-test,9,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,48072132,58285079
schedule-test,10,vectoradd,8388608,DYNAMIC,256,1,OMP,1,8388608,49013739,49798395
schedule-test,1,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,49108735,50252047
schedule-test,2,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,49451146,48252339
schedule-test,3,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,48265608,37647407
schedule-test,4,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,47368235,35865203
schedule-test,5,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,48993669,35932556
schedule-test,6,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,48553808,33770592
schedule-test,7,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,51924660,52899213
schedule-test,8,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,48644638,51175712
schedule-test,9,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,49913370,44573138
schedule-test,10,vectoradd,8388608,GUIDED,16,1,OMP,1,8388608,48397016,41712390
schedule-test,1,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,51622158,52765637
schedule-test,2,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,48137585,33937717
schedule-test,3,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,47881510,39690458
schedule-test,4,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,50976815,34955880
schedule-test,5,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,48841067,33939681
schedule-test,6,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,50464841,50733696
schedule-test,7,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,49287834,57249476
schedule-test,8,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,50252120,54287748
schedule-test,9,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,49297422,50426794
schedule-test,10,vectoradd,8388608,GUIDED,32,1,OMP,1,8388608,48122300,40608687
schedule-test,1,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,47433254,32928874
schedule-test,2,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,48686301,44422947
schedule-test,3,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,48749952,43223751
schedule-test,4,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,46823780,42179513
schedule-test,5,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,47730291,35376471
schedule-test,6,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,47880531,33378987
schedule-test,7,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,50530475,51944842
schedule-test,8,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,48974508,45003411
schedule-test,9,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,50113978,44075027
schedule-test,10,vectoradd,8388608,GUIDED,64,1,OMP,1,8388608,48391984,34122676
schedule-test,1,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,49256225,41804326
schedule-test,2,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,48692916,44944423
schedule-test,3,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,47366556,40004448
schedule-test,4,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,48493081,47810653
schedule-test,5,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,48240972,34132524
schedule-test,6,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,49357250,55925434
schedule-test,7,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,47560570,39149041
schedule-test,8,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,48300069,51066127
schedule-test,9,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,50645263,48863114
schedule-test,10,vectoradd,8388608,GUIDED,128,1,OMP,1,8388608,48398797,33214065
schedule-test,1,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,47003359,32215769
schedule-test,2,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,49751763,48053595
schedule-test,3,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,48334702,38972591
schedule-test,4,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,47290471,33373596
schedule-test,5,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,48701849,39879323
schedule-test,6,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,48111168,34813498
schedule-test,7,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,47493537,34969158
schedule-test,8,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,50142096,38582528
schedule-test,9,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,49635198,44446504
schedule-test,10,vectoradd,8388608,GUIDED,256,1,OMP,1,8388608,48420837,34191589
schedule-test,1,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,47941105,1469408849
schedule-test,2,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,50283881,1368171986
schedule-test,3,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,49357156,1377262530
schedule-test,4,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,47793216,1376897560
schedule-test,5,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,51696603,1408240373
schedule-test,6,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,47901992,1334319956
schedule-test,7,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,50260963,1381732085
schedule-test,8,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,48155729,1430770114
schedule-test,9,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,48478229,1332732146
schedule-test,10,vectoradd,8388608,STATIC,16,2,OMP,2,8388608,47936805,1363876880
schedule-test,1,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,48396357,1089102387
schedule-test,2,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,50443853,1375740274
schedule-test,3,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,48424291,1340897532
schedule-test,4,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,48947423,1363441073
schedule-test,5,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,51367725,1359974520
schedule-test,6,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,48894633,1368213870
schedule-test,7,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,49280021,1381570373
schedule-test,8,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,48434905,1394084803
schedule-test,9,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,49444544,1369152289
schedule-test,10,vectoradd,8388608,STATIC,32,2,OMP,2,8388608,48692215,1369098456
schedule-test,1,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,48820413,1388792443
schedule-test,2,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,47550865,1370530597
schedule-test,3,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,48007253,1331894719
schedule-test,4,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,48749854,1395296365
schedule-test,5,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,48074234,1341943154
schedule-test,6,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,49306281,1345600374
schedule-test,7,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,50553915,1352146513
schedule-test,8,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,48460509,1392711126
schedule-test,9,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,48152871,613777793
schedule-test,10,vectoradd,8388608,STATIC,64,2,OMP,2,8388608,51357497,1385669215
schedule-test,1,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,47140063,1417399703
schedule-test,2,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,51174475,1371534179
schedule-test,3,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,48286615,1516740337
schedule-test,4,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,50255280,1395138932
schedule-test,5,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,50271971,1345118915
schedule-test,6,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,49469601,1505377077
schedule-test,7,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,47661668,1396595735
schedule-test,8,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,47771042,1360097461
schedule-test,9,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,48647701,1522194415
schedule-test,10,vectoradd,8388608,STATIC,128,2,OMP,2,8388608,49358210,1334796441
schedule-test,1,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,50217320,1373147015
schedule-test,2,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,48844972,1509072941
schedule-test,3,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,49521418,1376165943
schedule-test,4,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,51130259,1397646136
schedule-test,5,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,48853936,1357355924
schedule-test,6,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,49484002,1388004792
schedule-test,7,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,50209078,1347037470
schedule-test,8,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,53362918,1374164020
schedule-test,9,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,48331115,1342544606
schedule-test,10,vectoradd,8388608,STATIC,256,2,OMP,2,8388608,48755237,1373438941
schedule-test,1,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,47771556,114187143
schedule-test,2,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,47368053,115938186
schedule-test,3,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,47651080,114550995
schedule-test,4,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,48274016,114803648
schedule-test,5,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,49417432,112173955
schedule-test,6,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,47843462,114216200
schedule-test,7,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,48515146,114456827
schedule-test,8,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,50665071,51964566
schedule-test,9,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,49861547,114305846
schedule-test,10,vectoradd,8388608,DYNAMIC,16,2,OMP,2,8388608,50109433,117647752
schedule-test,1,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,47612044,60986396
schedule-test,2,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48369793,61561783
schedule-test,3,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48678686,62999234
schedule-test,4,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48405342,60628655
schedule-test,5,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48098305,61875930
schedule-test,6,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48919811,62819962
schedule-test,7,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,47531410,61527575
schedule-test,8,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48581267,62737902
schedule-test,9,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,50447255,60525527
schedule-test,10,vectoradd,8388608,DYNAMIC,32,2,OMP,2,8388608,48866305,66172613
schedule-test,1,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,52300275,44072565
schedule-test,2,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,49256991,44361408
schedule-test,3,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,48380020,43643565
schedule-test,4,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,47978989,44946153
schedule-test,5,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,52210284,43762798
schedule-test,6,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,48688608,43084218
schedule-test,7,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,49851743,44165042
schedule-test,8,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,48760769,44233649
schedule-test,9,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,47538924,43422944
schedule-test,10,vectoradd,8388608,DYNAMIC,64,2,OMP,2,8388608,47813044,43786532
schedule-test,1,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,51882806,36758204
schedule-test,2,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,48044450,37984824
schedule-test,3,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,48965825,35075697
schedule-test,4,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,47462058,36125335
schedule-test,5,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,48167296,36865086
schedule-test,6,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,48802020,36477690
schedule-test,7,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,48173833,35876334
schedule-test,8,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,47279189,35568612
schedule-test,9,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,47987218,36238924
schedule-test,10,vectoradd,8388608,DYNAMIC,128,2,OMP,2,8388608,47539662,35922863
schedule-test,1,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,49098215,29323755
schedule-test,2,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,48399681,29763381
schedule-test,3,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,51123802,30577115
schedule-test,4,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,48815856,27866903
schedule-test,5,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,48507373,27884943
schedule-test,6,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,48138071,29249136
schedule-test,7,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,47611244,28417804
schedule-test,8,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,49925045,28341031
schedule-test,9,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,48740563,28413939
schedule-test,10,vectoradd,8388608,DYNAMIC,256,2,OMP,2,8388608,47272745,27957295
schedule-test,1,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,47157541,19399217
schedule-test,2,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,48135947,22790640
schedule-test,3,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,51504558,27685990
schedule-test,4,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,47785122,24500733
schedule-test,5,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,47517478,22617715
schedule-test,6,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,48244385,28427578
schedule-test,7,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,47752570,19775351
schedule-test,8,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,47309711,19548602
schedule-test,9,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,51291589,28680084
schedule-test,10,vectoradd,8388608,GUIDED,16,2,OMP,2,8388608,47425464,22380955
schedule-test,1,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,48666750,29211971
schedule-test,2,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,48975767,24913134
schedule-test,3,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,48699916,22437387
schedule-test,4,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,56233956,25576954
schedule-test,5,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,51017424,25709160
schedule-test,6,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,48500962,22334660
schedule-test,7,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,47822899,24536872
schedule-test,8,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,50648588,26836586
schedule-test,9,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,47471103,21652298
schedule-test,10,vectoradd,8388608,GUIDED,32,2,OMP,2,8388608,48894953,26856016
schedule-test,1,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,48227892,23618111
schedule-test,2,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,47779640,23640693
schedule-test,3,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,48990299,22270623
schedule-test,4,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,47375754,22725889
schedule-test,5,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,47523788,20115866
schedule-test,6,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,49045388,21325614
schedule-test,7,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,48559742,26081654
schedule-test,8,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,47347224,20745613
schedule-test,9,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,47301911,21851391
schedule-test,10,vectoradd,8388608,GUIDED,64,2,OMP,2,8388608,49941422,26558271
schedule-test,1,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,49163898,20882843
schedule-test,2,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,47742131,23320903
schedule-test,3,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,48339972,24870728
schedule-test,4,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,48437051,21433425
schedule-test,5,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,47610322,23434540
schedule-test,6,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,50303552,25763769
schedule-test,7,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,47696622,20311610
schedule-test,8,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,46917633,27221067
schedule-test,9,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,48278250,20075721
schedule-test,10,vectoradd,8388608,GUIDED,128,2,OMP,2,8388608,48633248,17999499
schedule-test,1,vectoradd,8388608,GUIDED,256,2,OMP,2,8388608,50794512,25955173
schedule-test,2,vectoradd,8388608,GUIDED,256,2,OMP,2,8388608,49147456,26599803
