exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9147000, OMP = 23615000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8554000, OMP = 22013000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8046000, OMP = 22208000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 12037000, OMP = 26239000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 12839000, OMP = 27984000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 11975000, OMP = 38352000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7300000, OMP = 21862000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8452000, OMP = 22813000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10354000, OMP = 24164000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7008000, OMP = 22755000, 
