exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7193182, OMP = 7738842, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7009778, OMP = 7109761, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6857035, OMP = 3835137, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7033756, OMP = 2417577, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6491309, OMP = 3005907, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6755837, OMP = 7180720, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6843945, OMP = 4451256, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6712607, OMP = 3155623, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6557794, OMP = 2586837, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6514394, OMP = 7722296, 
