exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 65984000, OMP = 30312000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 96497000, OMP = 49160000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 113712000, OMP = 39645000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 51484000, OMP = 26623000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 61305000, OMP = 28314000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 64233000, OMP = 38830000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 58784000, OMP = 36786000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 68593000, OMP = 35061000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 50833000, OMP = 41374000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 16, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 69957000, OMP = 38274000, 
