exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 7101000, OMP = 4361000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8797000, OMP = 3494000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 9343000, OMP = 6227000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 10853000, OMP = 6357000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 9839000, OMP = 3617000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11057000, OMP = 3934000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 14379000, OMP = 8866000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 9411000, OMP = 8035000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8372000, OMP = 3868000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = DYNAMIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 10287000, OMP = 2916000, 
