exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 49568737, OMP = 1331079185, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 47321836, OMP = 1332840074, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 48661530, OMP = 1331503066, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 48869504, OMP = 1330173361, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 50177522, OMP = 1333505680, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 47618783, OMP = 1335084701, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 48356125, OMP = 1330513355, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 47550869, OMP = 1333632458, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 48045002, OMP = 1331289015, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 48132758, OMP = 1329444624, 
