exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 56345000, OMP = 16102000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 59684000, OMP = 16417000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 73723000, OMP = 21741000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 70889000, OMP = 21996000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 94307000, OMP = 21575000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 59444000, OMP = 16145000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 59694000, OMP = 19504000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 55661000, OMP = 18023000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 57767000, OMP = 15822000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 64983000, OMP = 16261000, 
