exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 57937000, OMP = 33736000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 123720000, OMP = 35373000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 84065000, OMP = 50329000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 53970000, OMP = 37711000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 61541000, OMP = 35578000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 57205000, OMP = 37883000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 62973000, OMP = 35571000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 54224000, OMP = 37236000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 57049000, OMP = 38672000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 16, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 63331000, OMP = 40960000, 
