Experiment 'schedule-test', execution 1 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:38
Experiment 'schedule-test', execution 2 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:40
Experiment 'schedule-test', execution 3 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:41
Experiment 'schedule-test', execution 4 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:42
Experiment 'schedule-test', execution 5 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:44
Experiment 'schedule-test', execution 6 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:45
Experiment 'schedule-test', execution 7 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:47
Experiment 'schedule-test', execution 8 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:48
Experiment 'schedule-test', execution 9 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:50
Experiment 'schedule-test', execution 10 of vectoradd with dataset: 8388608, schedule: STATIC, chunk_size: 64, threads: 4 start at 25/05/2017-14:30:51
