exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 67823000, OMP = 258621000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 221489000, OMP = 267985000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 71214000, OMP = 249271000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 80121000, OMP = 260311000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 64972000, OMP = 235208000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 64203000, OMP = 269009000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 67018000, OMP = 259092000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 64842000, OMP = 270786000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 61194000, OMP = 261472000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 63954000, OMP = 260415000, 
