exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7730000, OMP = 23636000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7382000, OMP = 22428000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7065000, OMP = 21440000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 12421000, OMP = 23717000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10670000, OMP = 25329000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10558000, OMP = 24173000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 13180000, OMP = 27229000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10289000, OMP = 21376000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 6861000, OMP = 22082000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9688000, OMP = 23111000, 
