exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6927000, OMP = 7926000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 9120000, OMP = 8819000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 11085000, OMP = 18474000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 11952000, OMP = 15990000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7522000, OMP = 5932000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 13069000, OMP = 12005000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 12150000, OMP = 8101000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 16491000, OMP = 17985000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10552000, OMP = 7933000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 16, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 8342000, OMP = 7482000, 
