exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 7694000, OMP = 34274000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8992000, OMP = 37288000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 7170000, OMP = 34421000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 12175000, OMP = 28148000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 10684000, OMP = 23992000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11210000, OMP = 19636000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11043000, OMP = 33536000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8578000, OMP = 29076000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8494000, OMP = 23070000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8324000, OMP = 14971000, 
