exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 15746000, OMP = 35417000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 16090000, OMP = 27131000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7519000, OMP = 22999000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10686000, OMP = 24222000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 14172000, OMP = 27294000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 12116000, OMP = 24806000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 11572000, OMP = 26936000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 11396000, OMP = 24305000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8616000, OMP = 21743000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9589000, OMP = 24501000, 
