exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47750515, OMP = 42296439, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 50081011, OMP = 57631217, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49562753, OMP = 49526541, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48828761, OMP = 57299071, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47491918, OMP = 41172018, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49946384, OMP = 46318324, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48125730, OMP = 48158833, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 76305895, OMP = 40631751, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48677726, OMP = 41513972, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 32, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47507654, OMP = 41546777, 
