exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6857282, OMP = 4605865, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 7005554, OMP = 3411194, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6713476, OMP = 3956262, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6756704, OMP = 3498085, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6736915, OMP = 4307819, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6983103, OMP = 4334578, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6960316, OMP = 3444613, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6905412, OMP = 4710792, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6981521, OMP = 4251877, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6087593, OMP = 3981803, 
