exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6696000, OMP = 3645000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 9843000, OMP = 5311000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 6697000, OMP = 5542000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 9692000, OMP = 3613000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11352000, OMP = 15225000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 10988000, OMP = 17756000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8869000, OMP = 4372000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 11136000, OMP = 21728000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 8344000, OMP = 3635000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 128, num_threads = 2,
version = OMP, num_threads = 2, N = 1048576, ORIG = 9465000, OMP = 3027000, 
