exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 48227892, OMP = 23618111, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 47779640, OMP = 23640693, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 48990299, OMP = 22270623, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 47375754, OMP = 22725889, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 47523788, OMP = 20115866, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 49045388, OMP = 21325614, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 48559742, OMP = 26081654, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 47347224, OMP = 20745613, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 47301911, OMP = 21851391, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 49941422, OMP = 26558271, 
