exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10847000, OMP = 5753000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9958000, OMP = 4433000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10593000, OMP = 4354000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7740000, OMP = 5716000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 11722000, OMP = 4074000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 12747000, OMP = 6404000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 11657000, OMP = 6120000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10764000, OMP = 4606000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 10908000, OMP = 6087000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 11081000, OMP = 7854000, 
