exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 75928000, OMP = 264631000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 73437000, OMP = 273435000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 78411000, OMP = 271321000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 89285000, OMP = 257295000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 65197000, OMP = 261851000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 99021000, OMP = 264211000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 64366000, OMP = 257354000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 89395000, OMP = 250234000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 65900000, OMP = 265114000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 128, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 63807000, OMP = 257517000, 
