exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49177579, OMP = 191574294, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49061774, OMP = 169209908, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49851867, OMP = 167320192, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48529622, OMP = 150119204, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47945531, OMP = 168650092, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 54988356, OMP = 170498248, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47975708, OMP = 167663916, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48594798, OMP = 168603002, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47890985, OMP = 151333793, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 64, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49390719, OMP = 149652220, 
