exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 59110000, OMP = 15922000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 57663000, OMP = 22195000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 78376000, OMP = 22938000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 62772000, OMP = 43619000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 59073000, OMP = 15387000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 57633000, OMP = 21209000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 59521000, OMP = 16201000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 56258000, OMP = 17754000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 58115000, OMP = 17559000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 58403000, OMP = 16086000, 
