exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47003359, OMP = 32215769, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49751763, OMP = 48053595, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48334702, OMP = 38972591, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47290471, OMP = 33373596, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48701849, OMP = 39879323, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48111168, OMP = 34813498, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 47493537, OMP = 34969158, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 50142096, OMP = 38582528, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 49635198, OMP = 44446504, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 8388608, ORIG = 48420837, OMP = 34191589, 
