exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 12339000, OMP = 32272000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10824000, OMP = 30191000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10485000, OMP = 38183000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10659000, OMP = 26270000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6575000, OMP = 35198000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10060000, OMP = 46405000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 11911000, OMP = 40688000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 11860000, OMP = 36052000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 10601000, OMP = 31191000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 128, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 12209000, OMP = 29614000, 
