exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 165256000, OMP = 37382000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 109103000, OMP = 50676000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 94080000, OMP = 33282000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 67847000, OMP = 26119000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 68148000, OMP = 22135000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 76092000, OMP = 29351000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 64702000, OMP = 19625000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 58205000, OMP = 18381000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 72369000, OMP = 17543000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = GUIDED, chunk_size = 64, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 82149000, OMP = 29735000, 
