exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 100282000, OMP = 213498000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 118014000, OMP = 229043000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 67412000, OMP = 256297000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 67376000, OMP = 261739000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 66925000, OMP = 257339000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 66856000, OMP = 259511000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 65564000, OMP = 272502000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 204739000, OMP = 266497000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 100334000, OMP = 227452000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 32, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 82681000, OMP = 243222000, 
