exp = schedule-test, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 60410000, OMP = 17060000, 
exp = schedule-test, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 76223000, OMP = 28885000, 
exp = schedule-test, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 112003000, OMP = 41364000, 
exp = schedule-test, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 71879000, OMP = 20965000, 
exp = schedule-test, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 99349000, OMP = 49943000, 
exp = schedule-test, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 71122000, OMP = 28626000, 
exp = schedule-test, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 71805000, OMP = 16900000, 
exp = schedule-test, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 57324000, OMP = 18943000, 
exp = schedule-test, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 67800000, OMP = 24297000, 
exp = schedule-test, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = DYNAMIC, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 8388608, ORIG = 80368000, OMP = 25414000, 
